Country Name,Country Code,Indicator Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Kenya,KEN,"International tourism, expenditures (current US$)",230000000.00,205000000.00,152000000.00,155000000.00,182000000.00,156000000.00,183000000.00,126000000.00,127000000.00,108000000.00,124000000.00,178000000.00,265000000.00,266000000.00,227000000.00,212000000.00,197000000.00,174000000.00,
Kyrgyz Republic,KGZ,"International tourism, expenditures (current US$)",7000000.00,7000000.00,11000000.00,25000000.00,27000000.00,28000000.00,21000000.00,27000000.00,35000000.00,73000000.00,94000000.00,142000000.00,215000000.00,450000000.00,273000000.00,275000000.00,392000000.00,529000000.00,505000000.00
Cambodia,KHM,"International tourism, expenditures (current US$)",22000000.00,31000000.00,28000000.00,35000000.00,41000000.00,52000000.00,59000000.00,64000000.00,60000000.00,80000000.00,137000000.00,176000000.00,194000000.00,180000000.00,163000000.00,269000000.00,344000000.00,406000000.00,469000000.00
St. Kitts and Nevis,KNA,"International tourism, expenditures (current US$)",5000000.00,5000000.00,6000000.00,6000000.00,7000000.00,9000000.00,8000000.00,8000000.00,8000000.00,10000000.00,11000000.00,14000000.00,12000000.00,15000000.00,11000000.00,13000000.00,14000000.00,15000000.00,16000000.00
"Korea, Rep.",KOR,"International tourism, expenditures (current US$)",6947000000.00,8291000000.00,8039000000.00,4027000000.00,5555000000.00,7945000000.00,8349000000.00,11440000000.00,11063000000.00,13507000000.00,16924000000.00,20947000000.00,24431000000.00,21447000000.00,16355000000.00,20788000000.00,22195000000.00,22934000000.00,24006000000.00
Kuwait,KWT,"International tourism, expenditures (current US$)",2514000000.00,2779000000.00,2684000000.00,2823000000.00,2574000000.00,2852000000.00,3207000000.00,3412000000.00,3750000000.00,4147000000.00,4997000000.00,6074000000.00,7267000000.00,8341000000.00,6799000000.00,7106000000.00,8879000000.00,10073000000.00,12468000000.00
Latin America & Caribbean (developing only),LAC,"International tourism, expenditures (current US$)",11584907399.71,13567455871.51,15909720240.20,16191964548.77,14172990662.67,16655504471.60,16352806831.89,15919653643.76,16332423152.45,18681642208.08,22693150322.15,25593747906.67,30245303555.20,34255792485.31,32037028978.11,40159925235.52,47516395145.93,50865433678.16,56199842587.98
Lao PDR,LAO,"International tourism, expenditures (current US$)",34000000.00,28000000.00,27000000.00,29000000.00,17000000.00,8000000.00,4100000.00,4300000.00,5000000.00,8000000.00,10000000.00,15000000.00,14000000.00,51000000.00,91000000.00,215000000.00,248000000.00,241000000.00,401000000.00
Libya,LBY,"International tourism, expenditures (current US$)",493000000.00,85000000.00,286000000.00,423000000.00,574000000.00,495000000.00,572000000.00,654000000.00,689000000.00,789000000.00,920000000.00,915000000.00,1010000000.00,1339000000.00,1683000000.00,2184000000.00,,2654000000.00,2598000000.00
St. Lucia,LCA,"International tourism, expenditures (current US$)",25000000.00,29000000.00,29000000.00,31000000.00,33000000.00,33000000.00,32000000.00,34000000.00,36000000.00,37000000.00,39000000.00,39000000.00,42000000.00,45000000.00,47000000.00,48000000.00,48000000.00,45000000.00,46000000.00
Latin America & Caribbean (all income levels),LCN,"International tourism, expenditures (current US$)",21139293195.48,24266647659.06,26425416957.78,27083838543.32,25045439347.45,28238441589.39,27512560538.05,24455725248.55,25272782464.51,28605297556.04,33809371371.97,37558862598.16,44370758684.24,49475697123.33,45975176776.88,55058877560.62,65127816274.96,70331465019.48,76568684281.97
Least developed countries: UN classification,LDC,"International tourism, expenditures (current US$)",2416056034.33,2574066385.22,2724606225.07,2763410382.90,2908448271.85,3183013461.29,3010847744.11,3025118255.55,3308329907.35,3930058002.09,4902850721.38,6559902426.74,7714427232.17,8333627221.34,7759064587.57,8737691017.24,9291700465.21,9359557303.24,9941042201.80
Low income,LIC,"International tourism, expenditures (current US$)",1874173800.06,2078888449.26,2064045931.87,2170986286.25,2125595294.60,2062858459.72,2139333117.63,2214001513.22,2254781505.31,2696852826.13,3171565401.76,3662167932.69,4340987421.97,5253691315.30,5246695721.00,5616190292.38,6160645511.04,6487471337.83,6966367689.46
Sri Lanka,LKA,"International tourism, expenditures (current US$)",279000000.00,267000000.00,280000000.00,326000000.00,341000000.00,383000000.00,402000000.00,438000000.00,462000000.00,499000000.00,552000000.00,666000000.00,709000000.00,777000000.00,735000000.00,828000000.00,926000000.00,1219000000.00,1808000000.00
Lower middle income,LMC,"International tourism, expenditures (current US$)",10162006370.77,12124587036.99,13635640255.47,13943838022.68,13362061266.32,16368192642.48,17787722564.44,20015150293.74,22107997994.49,27045390502.48,33493478721.38,40309767192.36,50516672916.13,62224249410.46,49087691461.26,58342540109.30,65147533767.35,68701138145.54,73871529022.77
Low & middle income,LMY,"International tourism, expenditures (current US$)",43595820018.46,48599363599.60,57919152244.21,56747516267.79,57038485174.55,66445203041.18,70033367623.61,78426101391.56,83733160364.91,101629876273.27,118399096217.94,136872512855.28,166311461460.71,196521285810.07,185364831394.05,224517801026.34,262808597529.18,299241579423.39,343953227074.52
Lesotho,LSO,"International tourism, expenditures (current US$)",17000000.00,16000000.00,17000000.00,16000000.00,17000000.00,195000000.00,166000000.00,164000000.00,242000000.00,278000000.00,271000000.00,263000000.00,276000000.00,248000000.00,247000000.00,278000000.00,300000000.00,256000000.00,216000000.00
Lithuania,LTU,"International tourism, expenditures (current US$)",107000000.00,270000000.00,289000000.00,304000000.00,350000000.00,261000000.00,227000000.00,334000000.00,476000000.00,643000000.00,757000000.00,931000000.00,1168000000.00,1567000000.00,1170000000.00,936000000.00,874000000.00,1058000000.00,1149000000.00
Luxembourg,LUX,"International tourism, expenditures (current US$)",1193000000.00,1189000000.00,1115000000.00,1335000000.00,1316000000.00,1309000000.00,1464000000.00,1963000000.00,2445000000.00,2950000000.00,2977000000.00,3138000000.00,3476000000.00,3801000000.00,3612000000.00,3549000000.00,3822000000.00,3583000000.00,3817000000.00
Latvia,LVA,"International tourism, expenditures (current US$)",62000000.00,407000000.00,379000000.00,355000000.00,321000000.00,281000000.00,255000000.00,267000000.00,365000000.00,428000000.00,655000000.00,788000000.00,1021000000.00,1250000000.00,906000000.00,771000000.00,920000000.00,863000000.00,900000000.00
"Macao SAR, China",MAC,"International tourism, expenditures (current US$)",,,,,,,,512000000.00,471000000.00,529000000.00,615000000.00,648000000.00,777000000.00,902000000.00,983000000.00,1237000000.00,1474000000.00,1675000000.00,1819000000.00
Morocco,MAR,"International tourism, expenditures (current US$)",356000000.00,353000000.00,363000000.00,496000000.00,578000000.00,506000000.00,589000000.00,669000000.00,845000000.00,912000000.00,999000000.00,1113000000.00,1418000000.00,1910000000.00,1713000000.00,1879000000.00,2260000000.00,2095000000.00,2002000000.00
Moldova,MDA,"International tourism, expenditures (current US$)",73000000.00,77000000.00,75000000.00,73000000.00,69000000.00,86000000.00,90000000.00,109000000.00,118000000.00,135000000.00,170000000.00,224000000.00,290000000.00,359000000.00,307000000.00,298000000.00,349000000.00,396000000.00,434000000.00
Madagascar,MDG,"International tourism, expenditures (current US$)",79000000.00,89000000.00,101000000.00,140000000.00,133000000.00,139000000.00,179000000.00,192000000.00,67000000.00,108000000.00,80000000.00,86000000.00,94000000.00,143000000.00,123000000.00,110000000.00,,,
Maldives,MDV,"International tourism, expenditures (current US$)",41000000.00,48000000.00,51000000.00,55000000.00,58000000.00,60000000.00,59000000.00,60000000.00,60000000.00,75000000.00,94000000.00,106000000.00,152000000.00,211000000.00,212000000.00,252000000.00,233000000.00,207000000.00,246000000.00
Middle East & North Africa (all income levels),MEA,"International tourism, expenditures (current US$)",,,,,,24043851903.83,26022156754.81,31735201154.16,30481938957.54,33549224092.29,42562400000.00,54169000000.00,71865624872.07,73740771758.10,75246003401.56,83682176752.35,82766910716.42,86034665687.69,94367285903.34
Mexico,MEX,"International tourism, expenditures (current US$)",3587000000.00,3963000000.00,4554000000.00,4834000000.00,5192000000.00,6365000000.00,6685000000.00,7087000000.00,7252000000.00,8034000000.00,8951000000.00,9387000000.00,9918000000.00,10246000000.00,8737000000.00,9001000000.00,9704000000.00,10735000000.00,11970000000.00
Marshall Islands,MHL,"International tourism, expenditures (current US$)",,,,,100000.00,200000.00,300000.00,300000.00,300000.00,400000.00,25500000.00,23100000.00,24300000.00,24500000.00,24550000.00,22020000.00,23310000.00,25330000.00,
Middle income,MIC,"International tourism, expenditures (current US$)",42007227562.78,46836200820.36,56140174309.48,54893067722.57,55210709395.39,64580842115.74,68094278283.66,76390132858.19,81633840511.62,99110060658.40,115440355388.49,133455651915.17,162245058573.80,191618780562.71,180508809303.62,219224083293.47,256921997240.28,292920904976.17,337012200235.37
"Macedonia, FYR",MKD,"International tourism, expenditures (current US$)",27000000.00,30000000.00,33000000.00,39000000.00,42000000.00,58000000.00,60000000.00,60000000.00,71000000.00,85000000.00,97000000.00,110000000.00,147000000.00,190000000.00,150000000.00,141000000.00,159000000.00,153000000.00,168000000.00
Mali,MLI,"International tourism, expenditures (current US$)",74000000.00,69000000.00,65000000.00,67000000.00,65000000.00,66000000.00,65000000.00,62000000.00,94000000.00,125000000.00,133000000.00,196000000.00,201000000.00,228000000.00,191000000.00,167000000.00,171000000.00,,
Malta,MLT,"International tourism, expenditures (current US$)",237000000.00,244000000.00,216000000.00,221000000.00,231000000.00,224000000.00,204000000.00,180000000.00,238000000.00,291000000.00,311000000.00,362000000.00,284000000.00,361000000.00,362000000.00,361000000.00,399000000.00,407000000.00,466000000.00
Myanmar,MMR,"International tourism, expenditures (current US$)",18000000.00,28000000.00,38000000.00,31000000.00,26000000.00,30000000.00,32000000.00,34000000.00,36000000.00,32000000.00,34000000.00,40000000.00,39000000.00,49700000.00,52000000.00,53000000.00,132000000.00,265000000.00,131000000.00
Middle East & North Africa (developing only),MNA,"International tourism, expenditures (current US$)",6130270297.54,5492277754.51,6158385223.17,6200016939.96,7009267227.07,6628364052.01,7171874224.80,12166058224.84,13374763941.75,14623022366.88,15005400000.00,16558000000.00,20742200000.00,24045500000.00,25082500000.00,29349500000.00,28491665504.04,25571329795.24,
Mongolia,MNG,"International tourism, expenditures (current US$)",22000000.00,37000000.00,19000000.00,50000000.00,45000000.00,54000000.00,59000000.00,125000000.00,144000000.00,207000000.00,173000000.00,212000000.00,227000000.00,249000000.00,242000000.00,319000000.00,404000000.00,420000000.00,458000000.00
Mozambique,MOZ,"International tourism, expenditures (current US$)",,68000000.00,82000000.00,97000000.00,140000000.00,122000000.00,132000000.00,115000000.00,141000000.00,140000000.00,187000000.00,196000000.00,209000000.00,235000000.00,247000000.00,260000000.00,256000000.00,248000000.00,310000000.00
Mauritania,MRT,"International tourism, expenditures (current US$)",30000000.00,41000000.00,53000000.00,47000000.00,55000000.00,,,,,,,,,,,,,101000000.00,105000000.00
Mauritius,MUS,"International tourism, expenditures (current US$)",184000000.00,205000000.00,194000000.00,203000000.00,210000000.00,203000000.00,216000000.00,223000000.00,236000000.00,277000000.00,295000000.00,347000000.00,384000000.00,489000000.00,384000000.00,423000000.00,427000000.00,394000000.00,456000000.00
Malawi,MWI,"International tourism, expenditures (current US$)",53000000.00,64000000.00,81000000.00,49000000.00,52000000.00,53000000.00,52000000.00,86000000.00,70000000.00,70000000.00,84000000.00,85000000.00,79000000.00,86000000.00,91000000.00,93000000.00,97000000.00,101000000.00,
Malaysia,MYS,"International tourism, expenditures (current US$)",2722000000.00,3032000000.00,3158000000.00,2160000000.00,2382000000.00,2543000000.00,3391000000.00,3330000000.00,3401000000.00,3822000000.00,4339000000.00,5085000000.00,6600000000.00,7724000000.00,7196000000.00,8324000000.00,10180000000.00,11545000000.00,11950000000.00
North America,NAC,"International tourism, expenditures (current US$)",73886326040.14,79492463560.04,86316672805.02,92039103592.50,96755998626.67,106867497737.13,100497433752.61,96360000000.00,98648000000.00,114248000000.00,124399000000.00,133309000000.00,144340000000.00,154141000000.00,133425000000.00,147441000000.00,158008000000.00,173218000000.00,172199000000.00
Namibia,NAM,"International tourism, expenditures (current US$)",90000000.00,89000000.00,99000000.00,88000000.00,89000000.00,86000000.00,71000000.00,65000000.00,101000000.00,123000000.00,108000000.00,118000000.00,132000000.00,114000000.00,120000000.00,146000000.00,207000000.00,154000000.00,128000000.00
New Caledonia,NCL,"International tourism, expenditures (current US$)",,,,,,,,104000000.00,128000000.00,167000000.00,122000000.00,129000000.00,149000000.00,168000000.00,170000000.00,179000000.00,176000000.00,160000000.00,
Niger,NER,"International tourism, expenditures (current US$)",26000000.00,59000000.00,50000000.00,39000000.00,35000000.00,32000000.00,33000000.00,29000000.00,39000000.00,42000000.00,42000000.00,42000000.00,48000000.00,98000000.00,84000000.00,95000000.00,57000000.00,132000000.00,
Nigeria,NGA,"International tourism, expenditures (current US$)",938000000.00,1318000000.00,1840000000.00,1589000000.00,640000000.00,610000000.00,858000000.00,910000000.00,2076000000.00,,501000000.00,3536000000.00,6664000000.00,11009000000.00,6236000000.00,8379000000.00,9534000000.00,9280000000.00,
Nicaragua,NIC,"International tourism, expenditures (current US$)",56000000.00,79000000.00,86000000.00,94000000.00,114000000.00,126000000.00,128000000.00,125000000.00,139000000.00,154000000.00,162000000.00,188000000.00,279000000.00,332000000.00,300000000.00,329000000.00,380000000.00,372000000.00,409000000.00
Netherlands,NLD,"International tourism, expenditures (current US$)",13151000000.00,13709000000.00,12555000000.00,13474000000.00,13468000000.00,13649000000.00,13061000000.00,14201000000.00,15887000000.00,16937000000.00,16621000000.00,17453000000.00,19477000000.00,22217000000.00,21080000000.00,19772000000.00,20884000000.00,20366000000.00,20758000000.00
High income: nonOECD,NOC,"International tourism, expenditures (current US$)",61114701626.75,62696209481.60,63191367116.17,60789352429.30,60380089513.85,64182528644.05,66894300557.61,68425999042.73,66976002071.12,77480583083.32,90878025235.66,104833474079.03,128012960829.11,137269057024.35,129859172604.31,147222372495.51,163332444845.26,185937099600.68,209341791167.14
Norway,NOR,"International tourism, expenditures (current US$)",4480775000.00,4758849000.00,4756000000.00,5069000000.00,5185000000.00,4893000000.00,4718000000.00,5610000000.00,7089000000.00,8894000000.00,10400000000.00,11273000000.00,13256000000.00,15118000000.00,13221000000.00,14658000000.00,16958000000.00,17365000000.00,18882000000.00
Nepal,NPL,"International tourism, expenditures (current US$)",167000000.00,155000000.00,141000000.00,107000000.00,116000000.00,109000000.00,128000000.00,108000000.00,119000000.00,205000000.00,221000000.00,261000000.00,402000000.00,545000000.00,572000000.00,528000000.00,420000000.00,562000000.00,594000000.00
New Zealand,NZL,"International tourism, expenditures (current US$)",1259000000.00,1466000000.00,1461000000.00,1383000000.00,1430000000.00,1235000000.00,1255000000.00,1386000000.00,1649000000.00,2229000000.00,2671000000.00,2535000000.00,3077000000.00,3006000000.00,2580000000.00,3039000000.00,3461000000.00,3715000000.00,3851000000.00
High income: OECD,OEC,"International tourism, expenditures (current US$)",359188775000.00,374997769000.00,364931000000.00,373464000000.00,393965000000.00,406560000000.00,391381000000.00,406791000000.00,458708000000.00,533278000000.00,572834000000.00,594474000000.00,669458000000.00,719367000000.00,619205000000.00,648308000000.00,705352000000.00,706671000000.00,727640000000.00
OECD members,OED,"International tourism, expenditures (current US$)",363686775000.00,380225769000.00,371201000000.00,380052000000.00,400628000000.00,414638000000.00,399804000000.00,415758000000.00,468073000000.00,543836000000.00,585348000000.00,607378000000.00,683630000000.00,734122000000.00,633003000000.00,663126000000.00,720428000000.00,722011000000.00,744878000000.00
Oman,OMN,"International tourism, expenditures (current US$)",,349000000.00,347000000.00,542000000.00,583000000.00,629000000.00,703000000.00,702000000.00,804000000.00,823000000.00,863000000.00,894000000.00,952000000.00,1197000000.00,1295000000.00,1768000000.00,1982000000.00,2184000000.00,2390000000.00
Other small states,OSS,"International tourism, expenditures (current US$)",928663720.37,878744181.22,871989014.22,943527176.50,1004566506.15,1278304423.00,1355660035.01,1326037951.79,1573448306.73,1849986585.94,1986656211.08,2042115088.59,2311578803.28,2328246707.60,2225199921.97,2432945017.47,2560459342.91,2350354927.06,2337271992.81
Pakistan,PAK,"International tourism, expenditures (current US$)",654000000.00,1018000000.00,591000000.00,565000000.00,447000000.00,574000000.00,555000000.00,491000000.00,1163000000.00,1612000000.00,1753000000.00,2029000000.00,2083000000.00,2163000000.00,1098000000.00,1370000000.00,1851000000.00,1852000000.00,1618000000.00
Panama,PAN,"International tourism, expenditures (current US$)",181000000.00,210000000.00,243000000.00,245000000.00,259000000.00,241000000.00,227000000.00,252000000.00,267000000.00,294000000.00,388000000.00,403000000.00,457000000.00,560000000.00,503000000.00,575000000.00,679000000.00,691000000.00,796000000.00
Peru,PER,"International tourism, expenditures (current US$)",428000000.00,492000000.00,608000000.00,642000000.00,652000000.00,641000000.00,773000000.00,806000000.00,847000000.00,852000000.00,970000000.00,1047000000.00,1243000000.00,1432000000.00,1404000000.00,1640000000.00,1768000000.00,1900000000.00,2114000000.00
Philippines,PHL,"International tourism, expenditures (current US$)",551000000.00,1287000000.00,1969000000.00,2022000000.00,1737000000.00,1841000000.00,1918000000.00,1874000000.00,1649000000.00,1526000000.00,3286000000.00,3075000000.00,3351000000.00,4285000000.00,4056000000.00,5964000000.00,6055000000.00,7140000000.00,8400000000.00
Palau,PLW,"International tourism, expenditures (current US$)",,,,2000000.00,2000000.00,11500000.00,14100000.00,18200000.00,16400000.00,18200000.00,17700000.00,17100000.00,16700000.00,18700000.00,15700000.00,14800000.00,16600000.00,19100000.00,18200000.00
Papua New Guinea,PNG,"International tourism, expenditures (current US$)",58000000.00,72000000.00,78000000.00,52000000.00,53000000.00,50000000.00,38000000.00,60000000.00,52100000.00,71700000.00,56600000.00,43000000.00,81000000.00,75000000.00,132000000.00,138000000.00,186000000.00,203000000.00,
Poland,POL,"International tourism, expenditures (current US$)",5865000000.00,6357000000.00,5855000000.00,4524000000.00,3810000000.00,3417000000.00,3595000000.00,3440000000.00,3286000000.00,5092000000.00,5894000000.00,7654000000.00,8342000000.00,10689000000.00,7888000000.00,9100000000.00,8882000000.00,9129000000.00,9414000000.00
Puerto Rico,PRI,"International tourism, expenditures (current US$)",1155000000.00,1137000000.00,1235000000.00,1242000000.00,1172000000.00,1333000000.00,1456000000.00,1319000000.00,1420000000.00,1584000000.00,1663000000.00,1752000000.00,1743000000.00,1761000000.00,1386000000.00,1180000000.00,1196000000.00,1156000000.00,1139000000.00
Portugal,PRT,"International tourism, expenditures (current US$)",2539000000.00,2701000000.00,2491000000.00,2776000000.00,2758000000.00,2754000000.00,2606000000.00,2631000000.00,2982000000.00,3369000000.00,3743000000.00,4142000000.00,4864000000.00,5283000000.00,4604000000.00,4691000000.00,4948000000.00,4490000000.00,4928000000.00
Paraguay,PRY,"International tourism, expenditures (current US$)",173000000.00,185000000.00,211000000.00,223000000.00,181000000.00,154000000.00,130000000.00,117000000.00,115000000.00,121000000.00,130000000.00,144000000.00,184000000.00,214000000.00,231000000.00,261000000.00,308000000.00,363000000.00,425000000.00
Pacific island small states,PSS,"International tourism, expenditures (current US$)",137217723.47,147945225.91,145941186.99,115801159.24,126469980.05,154651418.53,140791694.69,140904238.01,162400012.34,210568553.77,256680000.00,248930000.00,264690000.00,312610000.00,305750000.00,327900000.00,378370000.00,393350000.00,373935176.32
Qatar,QAT,"International tourism, expenditures (current US$)",,,,,320000000.00,307000000.00,366000000.00,423000000.00,471000000.00,691000000.00,1759000000.00,3751000000.00,,,,,7813000000.00,10702000000.00,11729000000.00
Romania,ROU,"International tourism, expenditures (current US$)",749000000.00,716000000.00,699000000.00,504000000.00,428000000.00,447000000.00,475000000.00,448000000.00,572000000.00,672000000.00,1073000000.00,1459000000.00,1725000000.00,2409000000.00,1769000000.00,1896000000.00,2295000000.00,2109000000.00,2113000000.00
Russian Federation,RUS,"International tourism, expenditures (current US$)",11599000000.00,10011000000.00,10113000000.00,8677000000.00,7097000000.00,8848000000.00,9760000000.00,11362000000.00,13427000000.00,16082000000.00,17963000000.00,18850000000.00,22456000000.00,26401000000.00,23785000000.00,30169000000.00,37343000000.00,48096000000.00,59504000000.00
Rwanda,RWA,"International tourism, expenditures (current US$)",13000000.00,19000000.00,22000000.00,25000000.00,28000000.00,35000000.00,33000000.00,24000000.00,26000000.00,31000000.00,75000000.00,84000000.00,98000000.00,146000000.00,148000000.00,120000000.00,147000000.00,133000000.00,144000000.00
South Asia,SAS,"International tourism, expenditures (current US$)",2405921586.75,2691060332.37,2759047150.73,3105069614.28,3396296731.70,5360811363.47,5938191955.15,5840778006.47,6674884942.07,8742901894.32,11433962226.69,12459394464.49,14826102166.96,16762407313.35,12799374590.92,14581578764.04,18318556144.01,19171309556.40,19749567195.80
Saudi Arabia,SAU,"International tourism, expenditures (current US$)",,,,,,,,7370000000.00,4165000000.00,4428000000.00,9087000000.00,12979000000.00,21031000000.00,16005000000.00,21312000000.00,22076000000.00,18202000000.00,17986000000.00,18648000000.00
Sudan,SDN,"International tourism, expenditures (current US$)",43000000.00,28000000.00,33000000.00,29000000.00,35000000.00,55000000.00,74000000.00,91000000.00,119000000.00,176000000.00,667000000.00,1414000000.00,1477000000.00,1188000000.00,868000000.00,1116000000.00,937000000.00,699000000.00,460000000.00
Senegal,SEN,"International tourism, expenditures (current US$)",154000000.00,127000000.00,128000000.00,135000000.00,136000000.00,125000000.00,112000000.00,112000000.00,129000000.00,138000000.00,144000000.00,139000000.00,352000000.00,276000000.00,258000000.00,217000000.00,250000000.00,,
Singapore,SGP,"International tourism, expenditures (current US$)",4663000000.00,5015000000.00,4358000000.00,3222000000.00,4217000000.00,4535000000.00,6600000000.00,8212000000.00,8382000000.00,9291000000.00,10070000000.00,11268000000.00,13503000000.00,16340000000.00,15704000000.00,18700000000.00,21484000000.00,23644000000.00,24578000000.00
Solomon Islands,SLB,"International tourism, expenditures (current US$)",17400000.00,18500000.00,14800000.00,10200000.00,11400000.00,12200000.00,10500000.00,8500000.00,6400000.00,12300000.00,11200000.00,26500000.00,35600000.00,40500000.00,37700000.00,51200000.00,66000000.00,68200000.00,68400000.00
Sierra Leone,SLE,"International tourism, expenditures (current US$)",50500000.00,36500000.00,18100000.00,13200000.00,44200000.00,34500000.00,42200000.00,39100000.00,37800000.00,30300000.00,33600000.00,15000000.00,17300000.00,24400000.00,26000000.00,22000000.00,26000000.00,25000000.00,20000000.00
El Salvador,SLV,"International tourism, expenditures (current US$)",99000000.00,102000000.00,153000000.00,179000000.00,205000000.00,219000000.00,247000000.00,266000000.00,311000000.00,373000000.00,288000000.00,307000000.00,363000000.00,326000000.00,253000000.00,280000000.00,244000000.00,287000000.00,270000000.00
Sub-Saharan Africa (developing only),SSA,"International tourism, expenditures (current US$)",5398996775.45,5719951020.26,6325687488.77,6289982761.65,5755896650.17,5831075068.44,5808093155.31,5922821777.18,8548640293.30,9994702178.83,11890958884.64,17235877022.57,22656503124.41,28332622428.71,21916706854.15,26331411261.21,28847271523.75,26731958119.47,25708257141.02
Sub-Saharan Africa (all income levels),SSF,"International tourism, expenditures (current US$)",5456961613.40,5781844086.67,6385087510.89,6347544512.85,5811222721.61,5910330337.34,5894219250.77,6020429678.25,8669627432.41,10124809154.36,12041302247.51,17422024237.89,22900534482.36,28608184335.74,22136912098.58,26591328990.00,29127500531.18,26987939642.97,25966711896.07
Small states,SST,"International tourism, expenditures (current US$)",1823371405.73,1921830233.48,1979291450.98,2055472305.12,2205571599.90,2634900008.56,2644558812.49,2676746777.34,2936659119.34,3393978232.09,3848189118.64,3796255446.99,4102961641.17,3979964051.58,3782706391.87,3984289318.00,4244337829.06,4061344224.76,4339377571.67
Sao Tome and Principe,STP,"International tourism, expenditures (current US$)",,,,1900000.00,2200000.00,2200000.00,2000000.00,1800000.00,1800000.00,2100000.00,450000.00,1100000.00,700000.00,310000.00,410000.00,550000.00,1350000.00,1540000.00,2900000.00
Suriname,SUR,"International tourism, expenditures (current US$)",27000000.00,38000000.00,41000000.00,49000000.00,47000000.00,67000000.00,62000000.00,54000000.00,68000000.00,85000000.00,94000000.00,33000000.00,28000000.00,35000000.00,35000000.00,41000000.00,49000000.00,58000000.00,75000000.00
Slovak Republic,SVK,"International tourism, expenditures (current US$)",338000000.00,517000000.00,484000000.00,527000000.00,387000000.00,341000000.00,340000000.00,506000000.00,662000000.00,900000000.00,1122000000.00,1230000000.00,1825000000.00,2596000000.00,2249000000.00,2146000000.00,2449000000.00,2307000000.00,2600000000.00
Slovenia,SVN,"International tourism, expenditures (current US$)",606000000.00,638000000.00,554000000.00,601000000.00,579000000.00,544000000.00,560000000.00,647000000.00,805000000.00,937000000.00,1019000000.00,1058000000.00,1260000000.00,1610000000.00,1456000000.00,1377000000.00,1315000000.00,1085000000.00,1075000000.00
Sweden,SWE,"International tourism, expenditures (current US$)",6816000000.00,7642000000.00,6850000000.00,8591000000.00,8927000000.00,8959000000.00,7916000000.00,8221000000.00,9375000000.00,11088000000.00,11380000000.00,11685000000.00,14336000000.00,15447000000.00,12791000000.00,14912000000.00,17252000000.00,17964000000.00,19944000000.00
Swaziland,SWZ,"International tourism, expenditures (current US$)",45000000.00,44000000.00,40000000.00,60000000.00,35000000.00,32000000.00,31000000.00,27000000.00,23000000.00,54000000.00,60000000.00,54000000.00,63000000.00,59000000.00,98000000.00,87000000.00,78000000.00,91000000.00,96000000.00
Sint Maarten (Dutch part),SXM,"International tourism, expenditures (current US$)",59000000.00,62000000.00,65000000.00,99000000.00,171000000.00,127000000.00,137000000.00,140000000.00,144000000.00,80000000.00,94000000.00,86000000.00,83400000.00,88100000.00,104000000.00,105000000.00,112000000.00,120000000.00,115000000.00
Seychelles,SYC,"International tourism, expenditures (current US$)",34000000.00,31000000.00,31000000.00,29000000.00,28000000.00,44000000.00,41000000.00,53000000.00,54000000.00,53000000.00,59000000.00,56000000.00,73000000.00,64000000.00,56000000.00,63000000.00,65000000.00,57000000.00,61000000.00
Syrian Arab Republic,SYR,"International tourism, expenditures (current US$)",498000000.00,513000000.00,545000000.00,583000000.00,631000000.00,669000000.00,670000000.00,760000000.00,734000000.00,688000000.00,584000000.00,585000000.00,710000000.00,912000000.00,980000000.00,1598000000.00,850000000.00,,
Togo,TGO,"International tourism, expenditures (current US$)",40000000.00,19000000.00,14000000.00,16000000.00,17000000.00,15000000.00,20000000.00,26000000.00,37000000.00,38000000.00,42000000.00,42000000.00,59000000.00,68000000.00,94000000.00,89000000.00,,,
Thailand,THA,"International tourism, expenditures (current US$)",4791000000.00,4735000000.00,3752000000.00,2246000000.00,2870000000.00,3218000000.00,3334000000.00,3888000000.00,3538000000.00,5343000000.00,4917000000.00,6173000000.00,6887000000.00,6700000000.00,5749000000.00,7151000000.00,7320000000.00,7864000000.00,8385000000.00
Trinidad and Tobago,TTO,"International tourism, expenditures (current US$)",91000000.00,98000000.00,97000000.00,92000000.00,106000000.00,190000000.00,172000000.00,208000000.00,143000000.00,141000000.00,234000000.00,146000000.00,155000000.00,102000000.00,136000000.00,97000000.00,192000000.00,,
Tunisia,TUN,"International tourism, expenditures (current US$)",294000000.00,282000000.00,266000000.00,271000000.00,276000000.00,310000000.00,322000000.00,303000000.00,355000000.00,427000000.00,452000000.00,498000000.00,530000000.00,555000000.00,478000000.00,611000000.00,678000000.00,673000000.00,768000000.00
Turkey,TUR,"International tourism, expenditures (current US$)",911000000.00,1265000000.00,1716000000.00,1754000000.00,1471000000.00,1713000000.00,1738000000.00,1880000000.00,2113000000.00,2524000000.00,3563000000.00,3517000000.00,4254000000.00,4509000000.00,5061000000.00,5817000000.00,5372000000.00,4605000000.00,5268000000.00
Tanzania,TZA,"International tourism, expenditures (current US$)",360000000.00,412000000.00,424000000.00,521000000.00,403000000.00,369000000.00,363000000.00,361000000.00,375000000.00,470000000.00,577000000.00,571000000.00,616000000.00,746000000.00,806000000.00,861000000.00,928000000.00,1003000000.00,1101000000.00
